N°,Question_Litterale,Propo 1,Propo 2,Propo 3,Propo 4,Bonne_Reponse,Rep_donnee,Niveau,N° famille,Nom famille,Commentaire,Ecran
30080,"UN MAGNETOPHONE A CASSETTE PORTABLE ALIMENTE PAR LE RESEAU 220 VOLTS EST PERTURBE PAR LES EMISSIONS SSB D'UN RADIOAMATEUR VOISIN. LES PERTURBATIONS DISPARRAISSENT LORSQUE LE MAGNETOPHONE FONCTIONNE EVEC DES PILES.
QUELLE MESURE D'ANTIPARASITAGE EST RECOMMANDEE ?",Mise en place d'un filtre réseau dans le magnétophone,Aucune,Utilisation d'un filtre passe-bas dans le câble d'antenne,Utilisation d'un filtre passe-haut dans le câble d'antenne,1,,3,310,"Gammes d’onde, décibels, CEM, protection",,
30081,VALEURS DE U ET I AUX EXTREMITES D'UNE 1/2 ONDE ?,U supérieure à I ,I  supérieure à U,U égale à I ,U égale au double de I,1,,3,308,"Caractéristiques des antennes, longueur d'onde-fréquence","Plus exactement : U max et I nulle.
Cette question est, à notre opinion, hors programme bien qu’elle ait été posée plusieurs fois lors d’épreuves de réglementation",
30082,"QUEL EST LE CODE POUR :
""VOUS ETES APPELE PAR HB9XYZ ?""",QRZ HB9XYZ,QSO HB9HYZ,QRX HB9XYZ,QRA HB9XYZ,1,,3,303,Abréviations en code Q,,
30083,"QUEL EST LE CODE POUR :

""QRA""",Je n'ai rien pour vous,Le nom de ma station est...,Votre fréquence varie,Je vous donne accusé de réception,2,,3,303,Abréviations en code Q,,
30084,LA COMPATIBILITE ELECTROMAGNETIQUE EST LA FACULTE ?,à émettre et à recevoir une fréquence,d'un récepteur à recevoir plusieurs bandes,d'un émetteur à ne pas perturber son environnement,d'un récepteur à ne pas attirer la foudre,3,,3,310,"Gammes d’onde, décibels, CEM, protection",,
30085,"SI ON ALIMENTE UNE ANTENNE QUI A UN GAIN DE 10 DB AVEC 10 WATTS, LA P.A.R.
SERA DE ?",10 W,90 W,100 W,1000 W,3,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ","Un gain de 10 dB correspond à un rapport de puissance de 10.
10 W x 10 = 100 W PAR",
30086,"-AFFAIBLISSEMENT LINEIQUE ?
10 METRES
-------------------------------------------------
10 W -------------------------- 5 W","0,1 dB/m","0,15 dB/m","0,2 dB/m","0,3 dB/m",4,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ","La puissance est divisée par 2 ce qui donne un affaiblissement de 3 dB.
La longueur du câble est de 10 m, on divise 3 dB par 10 mètres.
La réponse est de 0,3 dB/m.",30086
30090,"POUR L'AMATEUR FRANCAIS , EN VISITE DANS UN PAYS ETRANGER ADHERENT A LA
C.E.P.T. LA LICENCE DITE C.E.P.T. PERMET SANS FORMALITE ?
1 - L'EXPLOITATION D'UNE STATION FIXE DANS CE PAYS
2 - L'APPLICATION DE LA REGLEMENTATION FRANCAISE AMATEUR DANS CE PAYS
3 - L'EXPLOITATION D'UNE STATION MOBILE QUELQUE SOIT LA DUREE DU SEJOUR
4 - L'EXPLOITATION D'UNE STATION PORTABLE POUR UNE DUREE INFERIEURE 3 MOIS",1,2,3,4,4,,3,307,"Teneur des messages, matériel obligatoire, exposition",,
30091,QUAND DEVEZ-VOUS TRANSMETTRE VOTRE INDICATIF ?,A chaque fois que le correspondant le demande,Au moins au début et à la fin de chaque transmission,Une fois au cours de chaque transmission,Une fois au cours d'une liaison avec un même correspondant,2,,3,307,"Teneur des messages, matériel obligatoire, exposition",et au moins une fois toutes les 15 minutes si la durée d'émission dépasse 15 minutes,
30092,"AU BOUT D'UNE LIGNE DE 100 METRES DE LONGUEUR, AYANT UNE PERTE DE 0,03 DB
PAR METRE, LA PUISSANCE DE SORTIE SERA DIVISEE PAR COMBIEN ?",2,3,20,30,1,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ","La perte dans le coaxial sera de 0,03 dB/m  x 100 m = 3 dB. -3 dB correspond à une perte de la moitié de la puissance.",
30095,"-QUELLE EST LA PUISSANCE DE SORTIE ?
10 W - GAIN DE L'AMPLIFICATEUR 6 DB",16 W,20 W,40 W,60 W,3,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ",Un gain de 6 dB correspond à un rapport de puissance de 4. 10 W x 4 = 40 W,30095
30096,"DANS QUELLE BANDE SE TROUVE LA FREQUENCE SUIVANTE :
FREQUENCE DU SIGNAL : 21,250 MHZ",Dans la bande des 20 mètres,Dans la bande des 17 mètres,Dans la bande des 15 mètres,Dans la bande des 12 mètres,3,,3,308,"Caractéristiques des antennes, longueur d'onde-fréquence",,
30097,QUELLE EST L'IMPEDANCE D'UN DOUBLET DEMI-ONDE POUR EMETTRE SUR 10 MHZ ?,36 Ohms,50 Ohms,73 Ohms,300 Ohms,3,,3,308,"Caractéristiques des antennes, longueur d'onde-fréquence",Un doublet demi-onde a toujours une impédance de 73 ohms (sauf si ses brins ne sont pas alignés).,
30098,"EPELLATION CORRECTE DE L'INDICATIF
F C 8 X N S",Fox-Trot Charlie 8 X-ray November Sierra,Fox-Trot Charlie X-ray Sierra,France Charlie 8 X-ray November Sierra,Fox-Trot Charlie 8 X-ray Nancy Sugar,1,,3,304,Table d’épellation internationale,,
30099,"COMMENT UN RADIOAMATEUR ETRANGER RESIDANT EN FRANCE POUR UNE DUREE DE DEUX MOIS DOIT-IL FORMULER SON INDICATIF ?
A - IL NE CHANGE RIEN  SON INDICATIF D'ORIGINE
B - IL FAIT SUIVRE SON INDICATIF PAR /E
C - IL FAIT SUIVRE SON INDICATIF PAR /F
D - IL FAIT PRCDER SON INDICATIF PAR F/ PUIS IL LE FAIT SUIVRE PAR /M OU /P OU /MM",A,B,C,D,4,,3,307,"Teneur des messages, matériel obligatoire, exposition",,
30100,"SYMBOLE DE LA MODULATION D'AMPLITUDE, DOUBLE BANDE LATERALE, 
TELEGRAPHIE POUR RECEPTION AUDITIVE,
SANS EMPLOI D'UNE SOUS PORTEUSE MODULANTE ?",A1B,A1A,A2B,A3C,2,,3,301,Définition et autorisation des classes d’émission,,
30102,"QUELLE EST LA LONGUEUR D'UN DOUBLET DEMI-ONDE POUR EMETTRE SUR LA
FREQUENCE 7,059 MHZ ?",7 m,14 m,"21,25 m",40 m,3,,3,308,"Caractéristiques des antennes, longueur d'onde-fréquence","La longueur théorique d’un doublet demi-onde est : L(m) = 150 / F(MHz) = 150 / 7,059 = 21,25 m. En pratique, le doublet sera raccourci de 5% en moyenne selon le conducteur utilisé.",
30103,QUEL EST LE SUJET DE CONVERSATION INTERDIT LORS DES LIAISONS RADIO ?,Réglementation amateur,Vie associative amateur,Adresses des amis Radioamateurs,Informatique,3,,3,307,"Teneur des messages, matériel obligatoire, exposition",,
30104,"UN RADIOAMATEUR EMET AVEC UNE PUISSANCE DE 80 WATTS.
LE CABLE QUI RELIE SON ANTENNE MESURE 20 METRES ET A UNE PERTE DE 0,3 DB
PAR METRE. SON ANTENNE A UN GAIN DE 9 DB.
QUELLE SERA LA PUISSANCE DE SORTIE ?",240 watts,160 watts,720 watts,480 watts,2,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ","Perte dans le câble = 0,3 dB/m x 20 m = 6 dB ; gain de l’ensemble = gain de l’antenne – perte dans le câble = 9 – 6 = 3 dB. 3 dB correspond à un rapport de puissance de 2. PAR = puissance de l’émetteur x rapport de puissance = 80 W x 2 = 160 W.",
30106,DANS QUELLE BANDE LES FORCES ARMEES EN MOBILE ONT DES BESOINS INTERMITTENTS ?,"28,000 à 29,700 MHz","434,000 à 440,000 MHz","10,100 à 10,150 MHz","3,500 MHz à 3,800 MHz",1,,3,305,Fréquences et puissances autorisées,Et aussi sur la bande des 2 mètres (144-146 MHz).,
30107,UNE EMISSION DE CLASSE F3E TRANSPORTE ?,de la téléphonie,de la télégraphie,des données,de la télévision,1,,3,301,Définition et autorisation des classes d’émission,,
30109,"UNE ANTENNE EST ALIMENTEE PAR UN EMETTEUR AVEC UNE PUISSANCE DE 15 WATTS.
LE CABLE COAXIAL A UNE PERTE TOTALE DE 10 DB.
LE GAIN ISOTROPE DE L'ANTENNE EST DE 20 DB.

QUELLE EST LA VALEUR DE LA P.I.R.E. ?",30 W,150 W,300 W,1500 W,2,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ","Gain de l’ensemble = gain de l’antenne – perte dans le câble = 20 – 10 = 10 dB. 10 dB correspond à un rapport de puissance de 10. PIRE = puissance de l’émetteur x rapport de puissance = 15 W x 10 = 150 W. Le gain de l’antenne est donné en dBiso, donc la puissance équivalente est la PIRE (puissance isotrope équivalente rayonnée).",
30110,"EN NOUVELLE-CALEDONIE, QUI DELIVRE LES CERTIFICATS D'OPERATEURS ?","Le commissaire de police
","La gendarmerie
","Le haut commissaire de la République
","L'administrateur supérieur
",3,,3,306,"Sanctions,  examen, perturbation, bande passante","Art. 6. − L’article 8 de l’arrêté du 21 septembre 2000 susvisé est remplacé par deux articles ainsi rédigés :
« Art. 8.   Les certificats d’opérateur, les indicatifs d’appel et les licences CEPT sont délivrés :
« – en Nouvelle-Calédonie et en Polynésie française par le haut-commissaire de la République ;
« – à Wallis-et-Futuna et dans les Terres australes et antarctiques françaises, par l’administrateur supérieur.
« Art. 8-1.   A réserve de disposition contraire ou spécifique, le présent arrêté est applicable à Mayotte,
Saint-Pierre-et-Miquelon, en Nouvelle-Calédonie, en Polynésie française, dans les Terres australes et
antarctiques françaises et dans les îles Wallis et Futuna. »",
30111,"EN ALPHABET PHONETIQUE, COMMENT EPELLE-T-ON LES LETTRES I ET R ?",India et Romeo,Italie et Romeo,Italie et Russia,Italie et Radio,1,,3,304,Table d’épellation internationale,L'alphabet phonétique est la première chose à apprendre.,
30112,QUELLE EST L'ANTENNE QU'UN RADIOAMATEUR NE PEUT PAS UTILISER ?,Une antenne YAGI,Une antenne long fil,Une antenne de type GP,Une antenne isotropique,4,,3,308,"Caractéristiques des antennes, longueur d'onde-fréquence",L'antenne isotropique n'existe pas (sauf dans la tête des mathématiciens !).,
30113,"QUEL EST LE CODE POUR :

""QTR""",Par qui suis-je appelé ?,Quelle est la force de mes signaux ?,Quelle est l'heure exacte ?,Etes-vous brouillé ?,3,,3,303,Abréviations en code Q,,
30114,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR FJ
DE QUEL PAYS EST-IL ORIGINAIRE ?",Saint Martin,Mayotte,Saint Barthélemy,Terres australes,3,,3,302,Indicatifs d'appel français et préfixes européens,,
30116,"QUE DOIT POSSEDER TOUT MATERIEL D'EMISSION RADIOAMATEUR AVANT TOUTE
UTILISATION ?
1 - UN EMETTEUR EN ACCORD AVEC SA CLASSE DE CERTIFICAT
2 - UN CERTIFICAT D'OPERATEUR
3 - UN CERTIFICAT MENTIONNANT L'INDICATIF DE LA STATION
4 - AVOIR ACQUITTE LA TAXE ANNUELLE RADIOAMATEUR","1, 2 et 3",2 et 3,2,"1, 2, 3 et 4",4,,3,307,"Teneur des messages, matériel obligatoire, exposition",,
30117,QUELLE FREQUENCE EST UNE LIMITE DE BANDE ?,"14,450 MHz","24,990 MHz","29,700 kHz",438 MHz,2,,3,305,Fréquences et puissances autorisées,"ATTENTION AU PIEGE :
La fréquence 29,700 est en KILOHERTZ et non en MEGAHERTZ.
Cette réponse est donc fausse.
La bonne réponse est 24,990 MHz.

2 personnes m'ont envoyé un mail en me disant qu'il y avait 2 réponses possibles. CONSEIL : Lisez bien les réponses.",
30119,"AU BOUT D'UNE LIGNE DE 100 METRES DE LONGUEUR, AYANT UNE PERTE DE 0,06 DB
PAR METRE, LA PUISSANCE DE SORTIE SERA DIVISEE PAR COMBIEN ?",2,4,6,10,2,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ","La perte dans le coaxial sera de 0,06 dB/m  x 100 m = 6 dB. -6 dB correspond à une puissance divisée par 4.",
30120,"QUELLE EST LA LONGUEUR D'ONDE D'UN SIGNAL EMIS SUR LA FREQUENCE 435,500 MHZ ?",6 m,2 m,70 centimètres,23 centimètres,3,,3,308,"Caractéristiques des antennes, longueur d'onde-fréquence","Formule = 300 / par la frequence.

300
-----  =  0,68 m soit 70 centimètres (arrondi)
435,5

calcul difficilement réalisable sans calculette mais on sait que le ""432 MHz"" est l'autre nom de la bande des 70 cm",
30121,"EN ALPHABET PHONETIQUE, COMMENT EPELLE-T-ON LES LETTRES J ET Q ?",Japon et Quebec,Juliett et Quebec,Juliett et Quatar,Japon et Quatar,2,,3,304,Table d’épellation internationale,L'alphabet phonétique est la première chose à apprendre.,
30123,"TENEUR DES CONVERSATIONS NON AUTORISEES ?
1 - VENTE DE MATRIEL
2 - RADIOGUIDAGE SUR LES RELAIS
3 - ASTRONOMIE
4 - METEOROLOGIE","1,4","3,4","1,2","1,2,3",3,,3,307,"Teneur des messages, matériel obligatoire, exposition",,
30124,"QUELLE EST LA PUISSANCE MAXIMUM CRETE 2 SIGNAUX DE L'ETAGE FINAL SUR
28,500 MHZ POUR UN AMATEUR DE CLASSE 2 ?",100 W,120 W,250 W,500 W,3,,3,305,Fréquences et puissances autorisées,"Aucune bande n’étant précisée, on retiendra la puissance maximum autorisée en dessous de 28 MHz aux opérateurs de classe 2",
30125,"SYMBOLE DE LA MODULATION DE PHASE, SIGNAL ANALOGIQUE, TELEVISION ?",G3C,G3F,G3E,F3F,2,,3,301,Définition et autorisation des classes d’émission,,
30129,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR FP.
DE QUEL PAYS EST-IL ORIGINAIRE ?",Saint Pierre et Miquelon,Polynésie,Guyane,Pologne,1,,3,302,Indicatifs d'appel français et préfixes européens,,
30131,"EN ALPHABET PHONETIQUE, COMMENT EPELLE-T-ON LES LETTRES K ET P ?",Kilowatt et Papa,Kilo et Portugal,Kilowatt et Portugal,Kilo et Papa,4,,3,304,Table d’épellation internationale,L'alphabet phonétique est la première chose à apprendre.,
30132,"EN CAS DE MANQUEMENT, NOTAMMENT A LA REGLEMENTATION APPLICABLE AUX STATIONS RADIOELECTRIQUES DES SERVICES D'AMATEUR, L'INDICATIF ATTRIBUE PAR L'ADMINISTRATION PEUT ETRE SUSPENDU POUR UNE DUREE DE ?",3 ans,1 mois,1 an,2 ans,1,,3,306,"Sanctions,  examen, perturbation, bande passante","Art. 7-3 de l'arrêté du 21/09/00 modifié :
En cas de manquement, notamment à la réglementation applicable aux stations radioélectriques des Services d’amateur, l’indicatif attribué par l’administration peut être suspendu pour une durée maximum de trois ans ou révoqué.",
30135,"SYMBOLE DE LA MODULATION D'AMPLITUDE, BANDE LATERALE UNIQUE, 
SANS EMPLOI D'UNE SOUS PORTEUSE MODULANTE,
TRANSMISSIONS DE DONNEES ?",J2D,J1D,J3D,J7B,2,,3,301,Définition et autorisation des classes d’émission,,
30137,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR TX
DE QUEL PAYS EST-IL ORIGINAIRE ?",Satellite français,Préfixe spécial TOM,Préfixe spécial DOM,Préfixe spécial français,2,,3,302,Indicatifs d'appel français et préfixes européens,,
30138,QUE SIGNIFIE UN INDICATIF COMMENCANT PAR F5VXY ? ,Cet indicatif n'existe pas,C'est un radioamateur étranger qui réside en france,C'est un radioamateur du vatican qui se trouve en france,C'est un indicatif de relais français,2,,3,302,Indicatifs d'appel français et préfixes européens,"Plus précisément, ce radioamateur étranger vient d'un pays membre de l'Union Européenne.",
30139,QUELLE EST LA SIGNIFICATION DE CET INDICATIF : F5X??,C'est une balise française,C'est un relais numérique français,C'est un relais analogique français,C'est un satellite français,1,,3,302,Indicatifs d'appel français et préfixes européens,,
30140,"SYMBOLE DE LA MODULATION D'AMPLITUDE, DOUBLE BANDE LATERALE, 
TELEGRAPHIE POUR RECEPTION AUTOMATIQUE,
AVEC EMPLOI D'UNE SOUS PORTEUSE MODULANTE ?",A1B,A2B,A1A,A2A,2,,3,301,Définition et autorisation des classes d’émission,,
30141,"EN ALPHABET PHONETIQUE, COMMENT EPELLE-T-ON LES LETTRES L ET O ?",Lima et Oscar,Londres et Oscar,Londres et Ontario,Lima et Ontario,1,,3,304,Table d’épellation internationale,L'alphabet phonétique est la première chose à apprendre.,
30143,QUELLE EST LA SIGNIFICATION DE CET INDICATIF F5Z??,C'est un relais,C'est un satellite,C'est un radioamateur étranger de passage en France,Cet indicatif ne peut être attribué,1,,3,302,Indicatifs d'appel français et préfixes européens,,
30151,"EN ALPHABET PHONETIQUE, COMMENT EPELLE-T-ON LES LETTRES M ET N ?",Mexico et November,Mike et Novembre,Mexico et Naples,Mike et November,4,,3,304,Table d’épellation internationale,L'alphabet phonétique est la première chose à apprendre.,
30152,A QUOI FAUT-IL VEILLER LORS DE L'INSTALLATION D'UNE ANTENNE SUR UN BATIMENT EQUIPE D'UNE PROTECTION CONTRE LA FOUDRE ?,L'antenne doit être reliée à l'installation de protection par le chemin le plus court,L'antenne doit être reliée à l'installation de protection par le chemin le plus isolé,L'antenne doit être reliée à l'installation de protection par le chemin le plus long,L'antenne ne doit pas être reliée à l'installation de protection,1,,3,310,"Gammes d’onde, décibels, CEM, protection",,
30153,QUELLE EST LA TENSION DE CONTACT MAXIMALE AUTORISE ?,30 V,50 V,20 V,100 V,2,,3,310,"Gammes d’onde, décibels, CEM, protection","Les normes en vigueur considèrent qu’une tension maximum de 50 V n’est pas dangereuse pour le corps humain s’il est en milieu sec. En milieu humide ou à l’extérieur, cette tension est ramenée à 25 V.",
30154,QUELLES DONNEES DETERMINENT PRINCIPALEMENT L'IMPEDANCE D'UN CABLE COAXIAL ?,Le rapport entre le diamètre du conducteur extérieur et celui du conducteur intérieur,La fréquence du signal transmis,La longueur et la tension du câble,Aucune des données proposées dans les autres réponses,1,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ",Le diélectrique utilisé (l’isolant entre l’âme et la tresse du câble) joue aussi un rôle déterminant dans le calcul de l’impédance du câble.,
30155,"RELEVEZ LES AFFIRMATIONS VRAIES ?
1 - UN OPERATEUR SECONDAIRE DANS UN RADIO-CLUB UTILISE SON INDICATIF AVANT CELUI DU RADIO-CLUB
2 - POUR LA CREATION D'UN RADIO-CLUB, IL EST NECESSAIRE DE NOMMER UN RESPONSABLE TIUTULAIRE D'UN CEERTIFICAT D'OPERATEUR AUTRE QUE L'EX CLASSE 3
3 - UN RADIOAMATEUR FRANCAIS PEUT METTRE SUR LA FREQUENCE 52,150 MHZ
4 - LES CLASSES D EMISSION A2D, F2D, G2D NE SONT PAS AUTORISEES POUR LES AMATEURS DE CLASSE 3",2-4,1-2-3-4,2-3,1-3-4,1,,3,307,"Teneur des messages, matériel obligatoire, exposition","1- Pour opérer une station de radio-club, le radioamateur utilisera l'indicatif du radio-club suivi de son indicatif personnel (exemple : F6KGL opéré par F6GPX).
2 - Depuis la décision 08-0841, seuls les opérateurs de classe 3 ne peuvent pas être responsable de la station d’un radio-club.
3 - Avec la décision, la bande des 50 MHz est ouverte au trafic de 50 à 52 MHz. 52,150 MHz n’est donc pas une fréquence autorisée en région 1
4 - Les 6 classes d'émission autorisées par les opératers de l'ex-classe 3 sont : A1A, A2A, A3E, F3E, G3E et J3E",
30156,QUELLE EST LA FONCTION DE LA BOITE D'ACCORD ?,Elle sert  à rejeter la fréquence image ,Aucune,Elle sert à adapter l'impédance de l'antenne à l'impédance de sortie de l'émetteur,Elle sert à raccorder une antenne à un amplificateur,3,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ",,
30157,"QUELLES SONT LES LIMITES DE LA BANDE DES 28,0 MHZ EN FRANCE METROPOLITAINE ?","10,100 à 10,150 MHz","28,000 à 29,700 MHz","28,000 à 28,450 MHz","28,000 à 29,500 MHz",2,,3,305,Fréquences et puissances autorisées,,
30158,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR MU.
DE QUEL PAYS EST-IL ORIGINAIRE ?",Irlande sur Nord,Guernesey,Ile de Man,Pays de Galles,2,,3,302,Indicatifs d'appel français et préfixes européens,Le préfixe peut commencer également par G.,
30159,QUELLE EST LA PUISSANCE CRETE DE L'EMETTEUR QUI NE DOIT ETRE DEPASSEE DANS LA BANDE 144-146 MHZ ?,Il n'y a pas de restriction,50 W,100 W,120 W,4,,3,305,Fréquences et puissances autorisées,,
30160,"BANDE DE FREQUENCE OCCUPEE.
L'EXCURSION DE FREQUENCE SUR LA FREQUENCE 18,150 MHZ DOIT ETRE DE ?",6 kHz,20 kHz,12 kHz,Pas de limite,1,,3,306,"Sanctions,  examen, perturbation, bande passante","Depuis la décision 12-1241, la bande passante ne peut dépasser :
6 kHz jusqu'à 28 MHz
12 kHz de 28 à 144 MHz
20 kHz de 144 à 225 MHz
pas de limite au dessus de 225 MHz",
30161,"EN FRANCE, LA BANDE DES 6 METRES COMMENCE A QUELLE FREQUENCE ?","6,500 MHz","51,200 MHz","50,000 MHz","50,200 MHz",3,,3,305,Fréquences et puissances autorisées,,
30162,"EN CAS DE PLAINTE POUR BROUILLAGE (TV EN PARTICULIER), L'ANFR INTERVIENT EN TANT QUE :",Expert,Conciliateur,Effectue un réglage sur les antennes du radioamateur,Effectue un réglage sur les antennes TV,1,,3,306,"Sanctions,  examen, perturbation, bande passante",Ici l'ANFR intervient comme expert pour déterminer si les brouillages proviennent du radioamateur ou de l'installation TV (non conforme).,
30163,"QUELLE INSTALLATION DE RADIOCOMMUNICATION DEMANDE UNE COMPETENCE
PARTICULIERE ?
1 - UN SYSTEME DE RADIOCOMMUNICATION PROFESSIONNEL
2 - UNE INSTALLATION DE RADIOCOMMUNICATION DE LOISIRS
3 - UNE INSTALLATION DE RADIOAMATEUR
4 - UN SYSTEME DE RADIOCOMMUNICATION DESTINE AU PUBLIC",3-4,1-4,1-3-4,1-2,3,,3,306,"Sanctions,  examen, perturbation, bande passante",,
30164,"LA CLASSE D'EMISSION F3E EST-ELLE AUTORISEE POUR LES RADIOAMATEURS DE LA
CLASSE 3 ?","Oui, dans tous les cas",Non,"Oui, mais uniquement avec une puissance de 2 Watts","Oui, mais après 1 an de licence",1,,3,305,Fréquences et puissances autorisées,,
